sqft,beds,baths,age,lot,garage,neighborhood,dist_city,price
1289,3,4,17,5387,2,A,3.22,327418
874,5,5,6,4714,2,D,16.69,196671
1276,3,2,84,5445,2,E,14.4,113767
1772,3,2,36,5765,0,B,9.63,306085
2369,4,4,18,4813,1,A,4.35,527325
1278,3,4,12,5435,0,A,0.36,337998
2146,5,5,5,6856,2,B,10.38,433976
375,5,5,31,9748,2,A,23.88,176301
2172,3,2,11,3591,2,E,16.65,252815
1712,3,4,3,3435,2,E,4.26,220931
422,4,4,48,5794,2,A,8.59,156907
813,4,4,39,200,0,D,8.13,142279
2533,4,3,14,5377,1,C,6.29,393115
2487,3,3,24,6194,1,C,22.11,370272
718,4,4,4,4836,0,A,3.35,253606
1983,1,1,2,6249,0,D,11.1,269773
1761,3,3,97,3689,2,C,3.19,200162
1743,3,4,153,4489,1,E,9.7,112530
1589,2,2,8,483,2,D,4.29,235226
1585,4,5,4,5919,2,E,13.74,220880
531,3,2,2,6230,2,D,26.67,134556
1913,2,3,2,9510,2,D,11.65,285016
1705,5,6,9,5519,2,E,1.21,243713
1794,2,2,3,5428,2,C,17.14,289297
947,2,1,14,5159,1,A,19.67,244420
1972,4,3,9,4833,1,D,12.96,284180
599,2,2,0,7240,2,A,13.6,218057
2297,2,2,41,1911,2,C,4.73,315873
1767,2,3,71,5159,2,D,4.78,205927
1529,1,1,25,7855,2,E,20.81,175141
1334,3,4,2,5911,1,B,13.75,288230
1776,3,3,9,6609,0,D,8.26,262348
1870,3,2,34,7758,2,A,17.58,396476
1625,3,4,9,3626,2,D,1.47,248176
1870,5,4,24,4940,2,D,6.78,272628
1510,3,4,31,5505,0,E,22.06,181695
1207,3,3,0,620,2,D,10.8,212884
2531,2,3,5,4652,0,D,19.92,347896
1532,5,4,23,7649,0,A,8.97,387576
1344,5,6,18,7244,0,D,7.11,243368
1366,4,5,14,5837,1,B,10.54,296695
1166,2,3,10,7213,0,C,14.03,223705
1289,3,3,4,2360,0,A,7.23,333620
534,2,2,41,7066,2,D,14.74,101203
326,3,3,47,5345,0,C,14.2,73208
991,2,3,6,4244,1,B,16.23,220767
2398,2,3,12,5149,1,D,23.96,314602
1667,2,1,48,3059,2,C,1.23,235736
700,2,1,3,7946,0,D,9.76,136591
1769,3,3,14,7490,2,B,1.38,340810
965,3,4,14,8427,0,A,1.95,284678
1161,3,3,2,6278,2,E,6.86,166515
1785,3,3,4,6534,2,D,4.75,282548
2074,2,3,28,8498,0,A,13.5,426203
2226,3,4,73,4622,1,A,6.55,402985
2214,3,3,5,5906,0,B,15.4,405180
1348,3,4,51,2908,0,A,8.06,293375
1604,5,4,16,8751,0,E,12.7,223311
1065,4,3,22,3939,2,C,9.35,210969
1460,5,4,5,6654,2,B,15.38,328294
750,5,5,25,5984,0,C,14.6,172917
1336,4,3,7,7539,0,B,4.02,308426
1188,4,3,2,2786,2,B,8.76,267134
1939,3,4,2,995,0,A,19.08,442170
1741,2,1,30,3411,1,B,8.45,289176
1796,2,3,13,5181,0,B,10.06,320992
345,3,3,1,6916,0,B,17.33,154459
2089,5,4,10,5400,0,C,9.49,351840
1528,2,2,3,4582,2,A,17.81,356154
1556,5,5,92,2570,2,D,14.54,180358
1969,4,4,36,4434,2,A,18.82,409151
1010,3,3,10,4427,1,D,10.92,183758
1245,1,1,21,3147,1,B,10.51,216162
1264,2,2,23,8701,1,D,21.87,196313
2044,2,1,10,2870,1,A,9.86,418754
546,3,3,11,6041,0,C,13.37,143260
1835,4,4,24,6335,1,E,11.99,218985
1204,4,4,15,1858,2,A,9.51,316176
973,2,2,34,2716,0,D,20.91,130503
1574,2,3,10,3372,0,A,7.07,356626
2121,4,4,20,3080,1,B,16.31,380718
1468,2,2,34,8247,2,C,11.25,221797
995,4,4,55,1681,1,E,7.34,124213
1356,2,2,35,6426,1,D,6.31,194075
815,4,5,17,6643,2,B,7.21,230213
1303,2,3,7,4737,2,D,6.02,204944
1395,3,4,21,1609,0,E,4.7,173775
2143,3,3,54,5513,2,C,14.89,284840
2140,3,4,0,6465,2,E,3.01,271362
2088,4,4,25,10593,2,D,2.0,301789
1843,3,3,1,5495,1,E,3.89,233975
2132,3,2,2,5403,0,B,12.7,394640
1561,3,3,34,4647,0,A,7.62,352457
1633,4,3,1,6886,2,D,12.12,265808
2041,3,4,36,7050,2,E,11.56,239566
1009,4,4,27,5481,1,E,9.92,158561
1298,5,6,41,4478,1,A,10.97,333774
344,3,3,7,5221,2,C,2.31,127525
1418,2,2,8,4635,1,D,6.24,217076
1797,2,2,26,6925,1,D,8.13,247253
2299,3,3,15,6636,0,B,2.37,417846
1386,2,1,21,5296,2,C,8.59,216499
869,2,2,45,1837,0,A,22.22,176220
1221,5,4,11,4812,2,C,5.56,250971
1046,4,4,16,2873,1,A,27.1,285949
1723,2,2,16,5301,2,C,8.23,280919
1426,2,2,25,3526,2,B,5.83,263777
1338,3,3,9,4466,0,D,10.57,216268
1959,3,2,27,6644,1,A,3.72,430614
1603,5,5,43,3545,2,D,2.6,229732
1014,3,2,22,1556,0,D,11.1,166370
1437,2,1,37,5356,0,A,13.0,286861
1801,3,3,3,10542,0,C,12.03,323948
1942,2,2,0,3999,2,C,10.01,317911
1658,3,4,3,200,1,D,8.83,253885
1956,5,6,13,8847,2,E,5.34,270403
1385,5,5,9,3591,1,A,16.18,364572
1186,3,3,28,1539,1,B,9.6,234374
1019,4,4,6,6602,0,D,19.91,203289
1148,3,2,5,6552,0,C,6.89,226939
1690,3,3,18,200,2,B,3.53,300209
1658,3,3,18,211,2,D,15.81,231862
2217,4,3,10,4730,0,A,11.14,494174
1317,5,5,36,4011,0,A,5.86,334287
1540,3,3,6,1142,2,B,0.67,308721
2039,4,3,16,3165,1,D,1.13,298449
2152,3,2,26,200,2,D,11.02,279140
1814,3,4,7,3430,2,E,13.19,223884
1289,3,3,18,7406,0,C,5.7,229079
902,5,6,35,6067,0,C,6.12,204177
997,2,1,11,4715,0,D,11.59,158218
1190,2,2,19,5296,0,C,16.18,200974
2082,4,5,4,7653,2,C,11.78,357383
1578,3,3,5,6060,0,C,0.12,289565
1256,5,5,8,4562,0,D,18.92,231673
1468,2,1,4,3197,0,B,10.08,272588
1745,3,3,7,3455,0,A,7.57,405631
1988,3,2,43,6683,0,D,19.71,261759
1323,2,2,19,5801,1,C,10.46,227311
942,4,4,15,6501,0,E,16.9,145980
1728,4,4,23,2974,0,B,5.67,328223
1348,2,2,18,6284,1,E,14.87,170984
1588,5,6,9,7229,2,A,11.4,422471
798,2,2,51,6774,1,C,7.01,137852
1843,2,2,6,6371,0,C,14.58,299801
1341,3,3,50,4152,0,B,11.26,238436
1354,2,2,32,4473,2,B,20.88,236140
1300,2,1,64,1847,1,A,7.41,217100
2071,3,3,18,5988,1,B,8.53,366420
628,5,5,21,4237,1,B,11.88,195166
1921,2,1,5,6398,1,C,8.64,308156
2243,3,3,0,5050,1,C,2.93,359217
2000,5,5,3,2701,2,B,5.07,396649
1048,5,4,14,4639,1,E,7.36,166812
1953,2,1,19,2933,1,A,21.05,392783
1437,4,5,7,2843,0,C,14.42,274257
1946,2,1,6,3541,1,C,15.55,295603
1256,3,2,1,7868,0,B,6.87,270811
370,4,5,6,3787,1,A,4.31,202782
1233,4,4,35,5971,1,B,6.24,245430
1322,4,4,1,1390,0,D,5.09,224540
1372,1,1,29,5294,0,B,13.4,237292
374,5,4,5,6480,1,A,8.26,220619
1748,3,4,5,1759,0,D,7.43,272253
1017,5,4,0,3558,1,D,9.67,200963
300,2,1,4,1023,2,D,11.11,97569
1345,2,3,24,4965,1,D,14.85,193704
1729,2,1,11,11754,0,B,1.57,328312
1226,4,4,23,4515,1,A,10.88,307865
1860,3,3,33,5643,0,D,8.29,260583
2347,3,2,10,6333,1,B,11.77,406713
716,2,2,58,640,0,D,20.01,78135
1980,5,5,40,8796,1,C,5.43,323319
626,3,3,4,4578,1,B,6.66,192821
457,5,6,20,1259,1,B,14.24,166589
965,3,2,2,5760,2,D,9.2,179318
1860,4,4,5,2758,2,C,16.24,303717
1834,5,6,45,5386,2,C,6.81,305161
1467,2,3,7,3083,2,C,16.23,254138
1181,2,2,22,3952,2,A,16.28,266284
1085,5,6,14,3778,0,E,6.84,170535
2469,4,5,2,3317,2,B,9.43,457191
1211,3,2,16,622,1,B,19.16,234740
1170,3,2,4,3919,2,B,11.48,251348
1667,4,4,5,4234,2,E,2.79,219296
1169,2,3,0,7201,1,D,3.94,199167
2031,3,2,7,5827,1,E,7.47,243709
2017,2,1,1,4200,0,D,10.8,284292
992,3,3,15,4156,2,A,16.68,270374
1812,4,5,58,2534,2,B,14.01,291503
1404,2,2,62,6173,0,D,6.33,173861
2224,4,4,5,3119,0,E,19.6,266645
1597,2,2,13,7118,1,C,3.43,261696
2047,2,2,2,7755,2,C,5.17,326581
1356,1,1,5,200,2,C,8.23,223723
1907,3,3,1,993,0,D,13.02,284227
1409,5,4,6,6277,2,B,9.55,310612
2631,2,2,32,3645,0,B,10.12,412843
923,3,2,100,4401,2,D,4.57,91610
1926,2,1,3,7172,0,B,5.07,353061
1349,2,1,3,7241,1,D,9.52,218126
642,4,4,48,6103,2,A,11.85,184179
2000,2,2,1,7788,2,B,13.11,364794
1276,1,1,22,6181,1,E,21.74,149761
1419,3,3,27,2453,2,B,9.89,259853
634,4,4,2,5567,0,A,3.48,258902
1497,3,3,15,3275,1,D,14.42,231578
492,3,3,20,4347,2,C,8.93,126973
1442,3,4,47,3393,0,A,15.79,304733
862,3,3,74,7932,1,C,28.74,120790
1660,3,2,0,3807,2,E,6.93,214888
2188,3,3,8,1487,2,B,6.3,381913
1210,3,4,7,7513,2,A,1.17,345181
1219,1,1,30,4430,1,A,10.61,258143
1101,2,2,7,3904,0,B,16.4,234951
1989,4,5,42,8674,1,D,16.63,281637
2249,5,5,23,4832,2,B,2.11,428810
1280,3,3,2,5946,2,A,1.19,343277
1259,3,3,11,2460,2,B,16.71,262033
1533,2,2,8,5311,1,E,2.73,189099
1036,2,2,36,3610,2,B,9.35,183500
1705,5,5,12,7857,1,E,5.7,240274
1514,3,2,31,5874,2,C,12.39,229653
1301,3,3,17,6144,2,A,15.67,327258
1074,3,4,65,2384,2,D,8.03,136265
1675,3,3,0,7380,0,B,20.99,325363
545,2,2,7,7463,0,B,3.62,171877
300,3,4,36,9187,2,D,15.96,99113
1651,2,2,27,8369,0,D,3.7,228786
870,5,5,6,5056,1,A,20.8,299559
1053,4,4,3,5425,2,A,4.11,315248
1315,3,3,25,8369,0,E,15.69,162983
993,4,5,22,5728,1,C,7.71,203914
1375,5,5,0,6224,2,D,10.23,253298
1722,5,5,0,4945,1,A,11.99,439673
1470,3,4,7,3037,1,C,0.52,260293
1377,2,1,57,2962,0,C,24.11,175596
468,3,2,22,5622,1,B,5.94,136170
914,3,4,44,1372,1,B,22.21,165144
1634,3,3,2,3837,1,C,7.83,277168
1348,4,5,2,8279,1,D,8.78,239928
1601,3,4,22,351,0,E,0.92,204112
1375,4,4,11,4395,1,B,1.99,296215
1484,3,2,7,4476,1,C,11.98,265318
1960,4,4,5,4647,0,E,4.27,248415
983,3,2,78,5808,2,B,13.99,140345
1719,3,4,15,6006,1,E,11.01,218243
1724,5,5,11,4422,0,D,13.78,286041
1305,4,4,12,6414,0,E,16.81,191085
1236,3,4,5,3896,2,D,3.93,214574
1814,4,4,35,2738,0,E,9.58,219980
964,2,2,30,2981,1,E,4.61,123518
1465,2,1,2,6800,2,D,2.72,236236
1859,4,4,14,5396,0,D,22.86,281447
1565,2,2,12,3383,0,E,15.23,177612
1862,3,3,9,4069,2,B,13.99,355006
1136,4,4,29,7702,2,C,10.49,221652
519,2,2,6,9324,0,A,6.55,207831
1637,5,6,6,4322,1,A,9.64,427026
1696,3,3,30,6708,1,C,2.61,271616
1223,4,5,2,5188,1,C,15.01,243204
1463,3,4,1,3012,0,E,11.7,196231
1014,4,5,86,8373,0,A,9.75,200026
2645,3,2,53,1460,1,A,7.47,489143
994,3,4,35,3467,2,D,13.85,155957
2113,3,3,11,5774,0,B,4.3,397806
1215,5,6,48,7377,1,E,9.17,174991
1595,1,1,3,6782,2,D,6.83,229716
2356,2,3,23,3232,2,B,7.54,399664
937,2,3,16,200,1,D,1.61,162250
594,4,4,0,8624,2,C,14.19,173102
1048,2,1,9,1474,1,B,20.68,209782
1611,3,4,4,2855,1,B,10.39,319663
1517,2,1,4,425,2,E,10.57,188464
1723,1,1,27,3799,0,D,4.96,214684
1974,4,4,4,4443,1,E,8.78,248654
2417,2,1,10,5393,0,E,12.73,257151
1019,5,6,59,7330,1,A,18.11,258423
1358,3,2,28,8553,0,B,17.58,251188
1559,3,2,16,5123,1,D,8.86,238028
1402,3,3,3,3197,2,C,15.74,243483
1289,3,3,22,9612,0,D,8.08,207849
998,1,1,66,3758,1,D,6.37,112140
1603,3,4,25,1925,2,A,2.22,355019
999,4,3,31,1551,2,B,6.46,207909
1591,3,2,5,5654,1,D,15.57,241413
1164,4,4,40,6200,0,C,1.54,214151
1674,2,3,5,4035,1,E,4.0,205684
1999,3,3,22,7223,0,E,17.78,226877
2182,5,6,23,7158,0,C,1.53,369927
1990,5,4,4,4340,2,E,12.94,262629
1744,2,3,0,2624,1,D,1.99,266557
1967,2,2,4,1943,1,C,6.38,305248
1211,2,2,18,6171,0,A,9.23,290898
978,3,3,7,3569,2,C,19.33,203156
1453,4,5,5,4709,2,B,20.59,318151
2434,5,4,35,2035,0,D,2.37,322054
2450,3,3,64,9107,2,D,13.66,297730
913,3,2,102,3361,0,A,0.13,132094
1839,5,6,4,10754,1,D,9.23,315331
810,2,2,7,3536,1,B,11.75,196544
1611,4,4,4,200,1,A,26.08,390799
1647,2,1,9,6193,0,D,4.52,249205
1667,3,4,5,3058,2,E,13.47,204547
2112,3,3,12,4665,1,A,7.35,461346
1097,4,4,19,2861,2,D,4.21,197977
1176,3,4,33,7925,1,A,20.28,294893
1767,3,3,40,6614,2,E,14.96,203399
1305,4,3,2,2655,2,E,12.82,193514
787,4,4,21,2940,2,D,11.3,160153
985,2,1,2,6218,0,D,10.68,177788
1345,4,3,30,3974,2,B,13.84,251529
1441,4,4,67,5499,0,A,10.25,291706
1264,2,2,6,6538,0,B,13.84,256651
2228,5,5,56,5995,0,D,6.54,304936
1547,4,4,13,6041,1,D,6.2,254819
1496,4,4,12,5322,0,C,3.03,282708
1791,5,5,19,7080,0,A,10.3,442053
1423,2,2,27,3352,0,D,16.96,195895
768,4,5,16,3960,1,A,9.39,247406
1122,3,3,32,5619,2,A,15.97,276076
823,2,1,38,5657,1,C,13.22,132069
2158,2,2,5,2671,1,C,7.73,325181
870,5,4,49,4435,1,C,10.44,168512
829,3,3,29,3312,1,E,1.74,124536
1771,2,2,40,3089,0,C,10.5,246086
1262,3,3,36,8457,2,D,14.94,180379
1496,4,4,1,785,1,D,11.87,247525
941,1,1,4,7433,0,C,11.68,178958
1332,4,3,87,3611,2,A,0.04,245918
743,2,3,27,4868,2,C,1.78,156295
2148,2,3,12,1747,0,D,3.14,297769
987,3,3,46,3400,0,D,15.51,144537
999,3,4,51,6413,2,D,10.01,154508
919,2,2,1,3218,0,B,16.84,210699
2438,4,4,20,7702,0,E,7.13,278755
1035,3,3,8,1862,0,E,5.3,148898
1115,2,2,30,4490,2,B,7.21,207487
2174,2,2,15,5139,0,A,8.2,453282
1593,3,3,13,213,2,C,16.72,255759
1140,2,2,61,4937,2,C,9.27,163945
919,5,5,19,7421,2,B,6.0,251652
2006,5,4,6,5660,1,B,1.36,413440
1602,5,5,14,4429,1,B,12.51,330467
1819,1,1,58,4713,2,D,12.78,198185
1378,5,5,18,3354,1,A,19.05,348658
1456,3,4,78,1947,0,E,9.59,140716
1079,2,2,8,7004,1,E,3.54,163030
871,2,3,15,3172,1,C,5.42,180863
2110,1,2,16,2863,1,E,12.79,229259
1962,2,2,19,5326,0,C,14.51,286737
1024,3,4,6,7110,2,D,14.15,186196
991,5,6,13,6155,0,C,16.55,224781
1005,4,5,4,3877,0,A,4.19,316882
1404,4,5,10,4845,0,E,0.35,198687
1145,4,4,17,3680,2,A,16.95,307593
2087,3,3,47,4818,2,C,17.83,293241
2139,2,1,13,5188,0,C,20.33,310160
1483,5,4,3,5644,0,D,9.63,259560
2334,4,5,6,2353,2,C,4.51,378093
2432,2,2,5,3260,0,B,9.93,417383
300,3,3,6,4504,1,D,10.9,115370
1734,3,3,17,5354,2,E,8.31,208920
1413,2,3,17,3374,1,E,12.73,164965
1203,3,2,87,4869,2,C,9.03,136169
2231,2,1,47,1518,0,E,17.23,216664
1930,2,2,9,5144,2,C,10.61,292598
1963,2,1,5,2251,2,E,13.49,233717
2010,3,3,33,4522,0,C,21.56,289923
669,3,4,7,5063,2,A,10.46,241915
1182,4,4,17,3444,0,A,11.2,319281
758,4,4,72,4866,0,D,15.29,97621
828,4,3,40,2725,2,D,1.0,134328
1600,3,3,1,5265,2,A,4.05,391341
1664,3,2,1,4400,0,E,3.11,219392
1361,2,2,20,7917,2,D,6.47,215486
1477,3,4,21,4930,2,C,4.26,244811
1366,5,5,15,5422,2,B,5.6,314116
1287,3,2,8,3238,0,A,7.82,331839
1752,2,1,6,4309,1,D,13.02,254941
1665,2,1,27,7852,0,D,5.49,234540
1852,5,4,9,2578,1,A,14.15,449345
1451,2,1,6,200,0,D,0.14,215046
543,2,2,69,3080,1,B,13.65,83658
869,1,1,6,3427,0,B,10.16,191970
1284,3,2,0,3846,2,B,11.51,268638
2056,2,2,13,2591,1,E,20.19,223693
1576,4,5,30,5944,1,B,11.64,303718
1383,3,3,58,5665,2,B,9.68,229025
1404,3,2,28,2365,1,C,2.6,232440
1208,4,4,24,1942,2,A,12.22,299065
2063,2,3,9,5009,0,E,12.69,244647
1542,2,1,22,7663,1,D,12.93,226123
552,3,4,20,4656,2,E,5.16,100482
1369,3,3,38,5630,1,E,15.71,159215
2363,3,2,41,7735,0,B,6.78,388279
570,5,4,14,3442,0,D,2.5,149220
1230,1,1,0,3534,1,D,12.12,185123
669,3,2,19,7013,1,B,18.59,163599
782,5,4,8,6274,1,C,9.26,204923
2382,5,5,15,2560,0,B,5.29,440719
1556,4,4,38,5838,0,B,12.89,288864
1713,3,3,22,5397,0,A,11.59,377773
1764,1,1,10,3445,1,B,16.46,299478
1900,1,1,52,7418,1,B,17.23,279327
1952,3,4,49,6957,1,C,22.12,279594
1765,2,2,2,8699,1,C,5.14,306913
1005,3,3,9,7576,2,E,16.55,145542
1396,2,2,29,2251,1,B,14.14,238719
1421,4,4,18,6743,1,E,1.12,196974
1888,3,4,2,4398,0,A,10.25,450531
794,4,5,57,4098,2,C,6.49,144256
2006,4,5,3,8230,2,C,13.18,348683
718,2,2,0,4882,0,C,10.28,157087
2082,2,2,10,7747,2,E,13.85,240521
2107,2,3,2,3431,0,B,4.18,389733
1140,5,6,6,8576,1,C,10.88,254771
2226,3,2,99,2319,1,D,17.88,216566
1461,3,3,14,3393,2,D,18.02,225495
1905,3,4,40,7370,1,D,10.47,264079
1429,2,1,49,5902,0,A,2.93,289467
1897,4,3,9,6406,2,D,9.64,293212
1717,3,3,59,2243,2,B,14.64,259393
1047,3,4,0,6785,0,D,7.6,210035
1879,4,3,3,4365,1,E,8.02,244893
1583,5,5,27,2950,2,B,10.0,310350
1593,4,3,19,4778,0,E,13.98,201004
2351,4,5,3,5597,2,E,11.11,286587
1611,2,1,0,3828,1,D,18.3,238891
1029,3,3,7,2498,1,C,8.26,212999
1543,2,3,18,2678,2,C,8.92,242075
1737,3,3,28,2459,2,D,12.02,233407
1909,2,2,13,1641,1,B,8.71,340796
821,3,3,24,6131,2,B,9.73,185628
1853,3,4,19,4965,0,E,21.85,220848
1768,4,5,16,5642,1,B,12.74,352578
1292,2,2,9,5753,0,A,8.29,315266
1351,2,1,19,6416,0,B,11.43,262202
1630,3,3,42,7588,2,B,1.28,297633
1499,3,2,5,3610,0,E,8.37,191861
2215,3,3,10,4866,0,C,6.51,344374
2569,3,3,16,1738,1,C,10.8,376282
799,3,3,7,4583,2,B,5.81,202357
955,3,3,18,4252,0,B,20.34,217623
1181,4,4,4,8991,1,C,16.55,246650
1790,2,2,5,4473,1,A,11.79,410442
1483,3,3,16,5083,0,C,11.96,249538
1912,1,1,47,3717,0,A,15.1,350946
1512,4,3,58,2073,2,D,18.88,191214
1198,5,5,9,3967,0,B,12.19,283714
1589,2,3,1,200,0,E,21.68,189166
2449,2,1,6,3534,1,B,17.01,402265
1738,2,1,5,8593,2,A,5.29,399437
1653,2,1,32,2756,0,D,6.23,223627
1489,5,4,0,6329,0,D,7.79,261179
1716,1,1,55,3626,0,D,14.56,198334
1049,3,3,29,6194,2,B,3.05,227922
728,4,3,7,7468,0,C,17.88,174067
1220,3,3,38,5281,2,C,9.32,207349
1654,5,6,2,3219,0,A,16.1,431171
815,2,3,0,6543,1,C,6.88,176491
2361,4,5,60,4644,0,D,8.43,289390
1039,3,2,26,5231,0,C,16.44,175048
597,3,3,4,6267,2,A,0.0,226379
1289,3,3,32,3561,2,E,23.24,148875
1261,3,3,21,4176,0,C,18.57,209843
1102,1,2,1,4214,2,C,4.86,206268
2226,2,2,3,3265,0,C,6.22,337960
1507,4,4,15,7183,1,A,20.46,368218
1949,4,4,6,2387,0,A,9.52,450356
1668,5,4,0,4977,2,A,15.36,426853
1056,2,3,2,7251,0,A,18.88,294842
1781,4,3,25,4123,0,C,0.62,287440
1346,4,4,11,5356,2,A,10.86,351479
1254,3,3,0,4053,1,D,7.83,210277
1866,2,2,3,5764,1,E,15.37,225742
1602,2,2,124,4941,2,C,1.09,147742
1932,4,4,3,7419,0,C,13.29,342658
1456,3,2,1,200,2,C,9.42,243899
1713,3,2,20,7217,2,E,17.56,196411
974,4,3,27,5512,0,C,9.14,182947
1571,3,2,20,8745,0,D,5.33,230431
941,5,4,67,6367,0,E,5.8,125107
1452,2,2,42,6846,0,C,25.1,198550
2425,3,3,46,3185,0,D,15.43,295761
2219,5,5,10,8281,2,D,5.98,350619
1985,5,5,8,5492,0,C,11.84,336539
1380,4,4,38,3886,2,E,17.79,169035
1321,2,2,18,4951,0,B,21.09,236357
2274,2,2,16,5770,1,C,11.71,339177
1941,2,3,31,5224,0,D,14.48,254430
651,4,4,5,4895,1,E,17.97,131547
1490,5,5,12,2933,2,D,8.99,259894
1500,4,4,17,3140,1,E,11.09,197504
1580,2,3,5,5277,2,E,14.38,197805
583,5,5,2,5139,0,C,16.01,183637
1595,3,2,15,3223,1,C,9.04,265558
1780,1,1,6,8154,0,A,12.17,390304
2135,3,4,74,4870,0,E,11.11,209458
1622,2,3,15,3777,1,A,13.44,364502
1964,5,5,0,8612,1,B,9.2,420663
1888,3,3,0,4627,2,B,9.81,361633
1072,3,3,10,6984,2,E,3.43,157075
2164,3,3,19,5635,2,C,8.02,343635
1447,3,2,56,5633,0,B,3.05,249891
1772,1,1,7,200,0,E,21.21,186774
1735,3,2,2,6270,2,E,8.26,219146
2178,4,4,86,2179,0,D,4.2,256769
936,3,3,14,6308,1,B,12.85,217015
1246,4,4,3,3901,1,E,1.68,197147
2056,2,1,22,5836,1,D,12.98,275083
1487,3,2,26,6162,0,C,0.48,240678
886,2,2,2,7589,1,B,9.84,225648
1663,4,5,11,7183,2,B,3.64,339280
2282,3,3,28,1929,0,B,0.79,383951
1907,3,4,63,4823,1,B,1.32,300716
974,3,3,0,6672,2,C,8.27,208633
1596,4,4,37,1123,1,B,13.25,282516
2212,4,4,16,3471,2,C,6.11,349905
1454,2,3,30,1570,0,A,12.81,303741
2493,3,2,7,5577,1,D,19.29,333720
1441,3,2,8,4869,1,D,6.3,230005
1330,3,2,13,4694,2,E,12.1,172085
1057,3,2,7,5374,0,A,16.36,290484
1165,2,2,12,4093,2,E,7.79,155731
951,2,1,31,4005,1,E,0.28,126737
589,2,2,38,1300,0,C,1.16,107231
1444,3,3,11,8167,0,A,14.86,357625
326,4,4,18,5077,2,D,19.18,99664
2010,2,1,36,5610,0,B,6.29,330505
1980,3,3,6,3300,2,A,7.83,443669
2459,3,3,0,4768,2,A,6.57,547227
1713,3,3,19,2262,2,D,8.26,248656
1423,3,3,8,5110,2,C,15.18,251390
769,4,4,44,4840,1,B,7.43,165865
600,3,3,119,200,2,E,10.76,34547
1844,2,1,6,4005,2,A,13.35,404900
1362,2,3,8,5563,0,B,18.16,267673
929,3,4,39,5900,0,A,11.84,230551
1267,2,2,9,7186,0,E,11.92,174796
1709,2,1,31,7037,1,E,12.93,181860
1667,4,4,20,6123,2,B,17.2,321934
2069,2,2,75,6977,2,D,11.45,228680
341,4,5,39,5268,0,C,7.89,110917
610,3,3,3,6049,2,C,5.42,170898
1603,4,4,1,4925,1,B,17.58,334016
810,2,1,24,5207,0,D,4.53,136828
1694,3,2,12,3500,1,D,11.65,239879
1146,4,4,4,6475,1,D,8.04,207635
1525,5,5,9,3086,0,C,11.39,288630
1375,5,4,0,2329,2,D,4.22,242525
2207,4,5,29,6043,1,D,2.54,322393
1541,2,2,8,5261,2,A,17.81,351161
1646,3,2,49,5885,0,D,9.21,211071
1549,3,2,44,4618,0,D,13.57,205014
2339,2,3,21,4782,2,C,3.98,342554
1453,4,4,102,200,0,C,6.51,166763
2119,1,1,36,7327,1,E,8.46,211730
1679,3,3,71,6133,0,A,9.01,307815
2144,4,3,19,7665,0,B,27.73,384089
1492,3,2,11,6394,1,D,13.11,233691
1341,2,2,37,3638,1,A,18.08,274875
1249,3,2,0,7035,0,B,3.08,281259
1036,3,3,36,4393,1,D,12.83,166684
1600,1,1,6,7366,1,E,10.09,197147
821,2,2,45,4490,1,E,15.98,89730
1695,3,3,16,3024,1,A,13.38,372594
2357,4,4,17,3022,1,C,9.71,368359
1097,3,3,2,7110,2,D,17.98,199766
639,2,2,7,2955,2,D,3.96,123895
842,5,5,34,6302,0,E,4.83,132910
2457,3,3,1,2997,2,A,3.33,547043
1128,4,5,19,2455,1,A,16.17,296985
962,2,3,16,2869,1,B,6.31,206227
1772,2,1,50,9248,0,D,11.5,228112
2007,3,2,10,3500,0,E,14.33,232333
904,3,3,32,3323,0,E,5.92,122202
2213,2,3,0,2898,0,A,5.4,485056
1193,4,4,0,6208,0,E,15.61,189487
1163,3,2,52,6437,1,D,10.96,151847
2182,1,1,5,200,2,D,0.86,281008
1771,2,2,4,2134,1,A,17.6,380760
1034,4,4,12,1291,0,A,6.38,295382
2879,2,1,6,5045,1,C,14.01,414277
1946,2,3,6,3722,2,E,1.05,236871
1707,4,4,44,5360,0,C,2.21,272570
1431,3,4,12,4969,0,C,21.11,255449
1980,3,3,16,3108,2,D,18.33,268156
699,3,3,25,3800,0,E,17.37,101319
822,2,1,38,7162,0,B,11.36,157524
1200,1,1,1,4103,1,B,6.71,236459
1539,3,3,41,4730,2,E,5.7,182207
694,2,3,1,6476,0,D,14.49,156233
1264,2,2,3,2471,0,A,2.03,316881
1069,2,1,37,6200,2,B,10.93,192050
300,4,4,23,5294,2,D,15.08,95900
693,4,5,17,6108,2,A,4.51,259005
1930,4,5,63,3298,2,B,6.02,310394
1271,2,1,2,6956,1,A,10.88,313863
1030,5,5,76,4774,1,C,17.19,150763
1588,3,3,2,4204,2,E,14.9,212636
2044,2,2,14,5170,1,E,9.29,234980
1727,2,2,3,3751,0,D,15.79,249604
1443,2,2,4,4652,0,E,4.16,181216
837,4,5,0,8731,0,D,22.37,189902
1255,3,2,14,6822,2,B,6.65,271566
2202,2,2,10,8847,2,D,22.34,291872
1582,3,3,4,5812,1,A,10.57,382849
432,3,2,19,6062,1,A,1.65,166873
768,3,3,24,3011,0,C,7.55,154324
924,3,3,16,4592,0,B,4.36,209694
1537,1,1,48,7711,2,B,16.4,242383
1760,3,3,28,4830,0,D,14.31,252740
